,price,area,flat_type,locality,distance_prague_km,district,city
1363,8000,39,3+1,"Mariánské Lázně, okres Cheb",124.04130771279567,Mariánské Lázně,Mariánské Lázně
1364,5000,32,2+1,"Chodov, okres Sokolov",121.35890849598763,Chodov,Chodov
1366,7000,33,2+1,Karlovy Vary,112.35838044896383,Karlovy Vary,Karlovy Vary
1370,6000,19,2+kk,"Karlovy Vary - Stará Role, okres Karlovy Vary",114.23814467048449,Karlovy Vary - Stará Role,Karlovy Vary
1371,8000,28,2+kk,Sokolov,127.6513404841096,Sokolov,Sokolov
1372,5000,12,1+kk,"Karlovy Vary - Drahovice, okres Karlovy Vary",110.9002927946908,Karlovy Vary - Drahovice,Karlovy Vary
1373,10000,14,other,Cheb,146.8401377256539,Cheb,Cheb
1374,7000,31,2+1,Karlovy Vary,111.7182153527279,Karlovy Vary,Karlovy Vary
1375,5000,28,2+1,"Nejdek, okres Karlovy Vary",122.52553994355834,Nejdek,Nejdek
1376,10000,26,2+kk,Karlovy Vary,112.19876018770603,Karlovy Vary,Karlovy Vary
1378,6000,41,2+kk,Cheb,147.00288897867514,Cheb,Cheb
1379,6000,41,2+kk,Cheb,147.00288897867514,Cheb,Cheb
1381,4000,22,1+1,Sokolov,126.24390869696732,Sokolov,Sokolov
1382,8000,22,1+1,Cheb,147.36098251225033,Cheb,Cheb
1384,8000,37,3+1,Sokolov,125.3104938258841,Sokolov,Sokolov
1386,4000,21,1+1,"Chodov, okres Sokolov",121.09383612628531,Chodov,Chodov
1387,4000,17,2+kk,"Aš, okres Cheb",160.51155197370417,Aš,Aš
1388,7000,41,2+1,Sokolov,126.33928053596901,Sokolov,Sokolov
1389,5000,22,1+1,Karlovy Vary,113.4237714412014,Karlovy Vary,Karlovy Vary
1390,7000,39,2+1,"Karlovy Vary - Stará Role, okres Karlovy Vary",115.00067535076343,Karlovy Vary - Stará Role,Karlovy Vary
1391,8000,29,2+kk,"Mariánské Lázně, okres Cheb",124.47303652357705,Mariánské Lázně,Mariánské Lázně
1392,8000,43,3+1,"Karlovy Vary - Rybáře, okres Karlovy Vary",112.95769684633999,Karlovy Vary - Rybáře,Karlovy Vary
1395,5000,14,1+kk,Cheb,147.037481323132,Cheb,Cheb
1396,11000,68,3+1,Cheb,146.51764483485601,Cheb,Cheb
1397,7000,44,2+1,Cheb,146.67694332713012,Cheb,Cheb
1398,6000,47,3+1,Cheb,146.9761284184112,Cheb,Cheb
1399,7000,37,2+1,Cheb,146.72311108726558,Cheb,Cheb
1402,4000,21,1+1,"Habartov, okres Sokolov",134.10577314516235,Habartov,Habartov
1403,4000,21,1+1,"Kraslice, okres Sokolov",139.60609918561224,Kraslice,Kraslice
1404,4000,21,1+1,"Chodov, okres Sokolov",121.40817157154632,Chodov,Chodov
1405,5000,31,2+1,Sokolov,125.8272591564939,Sokolov,Sokolov
1407,6000,20,1+1,"Chodov, okres Sokolov",120.86956798063231,Chodov,Chodov
1408,8000,31,2+1,"Sokolov, okres Sokolov",127.78486228452385,Sokolov,Sokolov
1410,6000,40,2+1,"Františkovy Lázně, okres Cheb",149.006415727592,Františkovy Lázně,Františkovy Lázně
1411,8000,39,2+1,"Nejdek, okres Karlovy Vary",122.84383065213785,Nejdek,Nejdek
1412,7000,29,2+kk,Cheb,146.92262807513072,Cheb,Cheb
1413,7000,32,2+1,"Chodov, okres Sokolov",121.53399647256401,Chodov,Chodov
1414,4000,22,1+1,Sokolov,125.8275679844624,Sokolov,Sokolov
1415,9000,28,2+kk,"Karlovy Vary - Stará Role, okres Karlovy Vary",115.36270032843305,Karlovy Vary - Stará Role,Karlovy Vary
1416,6000,31,2+1,"Nejdek, okres Karlovy Vary",124.12481213997923,Nejdek,Nejdek
1417,4000,32,2+1,Sokolov,127.09643717968294,Sokolov,Sokolov
1418,4000,21,1+1,"Chodov, okres Sokolov",121.43133169702118,Chodov,Chodov
1419,6000,34,2+1,Sokolov,127.71115520399846,Sokolov,Sokolov
1420,4000,25,1+1,Sokolov,125.69520433933839,Sokolov,Sokolov
1421,7000,61,3+1,Karlovy Vary,111.93850397968795,Karlovy Vary,Karlovy Vary
1422,4000,22,1+1,Sokolov,125.96643396969712,Sokolov,Sokolov
1424,5000,32,2+1,"Chodov, okres Sokolov",121.41251639652383,Chodov,Chodov
1425,5000,23,1+1,"Karlovy Vary - Drahovice, okres Karlovy Vary",111.5446148051025,Karlovy Vary - Drahovice,Karlovy Vary
1426,5000,35,2+1,Sokolov,126.33530231616788,Sokolov,Sokolov
1428,11000,47,3+1,Karlovy Vary,111.66883530192695,Karlovy Vary,Karlovy Vary
1431,10000,41,2+1,"Karlovy Vary - Drahovice, okres Karlovy Vary",111.55318284240566,Karlovy Vary - Drahovice,Karlovy Vary
1437,4000,36,2+1,Sokolov,125.51590457311704,Sokolov,Sokolov
1439,8000,53,3+1,"Mariánské Lázně - Úšovice, okres Cheb",123.54517102509489,Mariánské Lázně - Úšovice,Mariánské Lázně
1440,10000,47,3+kk,"Mariánské Lázně - Úšovice, okres Cheb",123.29074284253655,Mariánské Lázně - Úšovice,Mariánské Lázně
1441,7000,30,2+kk,"Františkovy Lázně, okres Cheb",148.61517659032526,Františkovy Lázně,Františkovy Lázně
1442,5000,23,1+1,"Karlovy Vary - Stará Role, okres Karlovy Vary",115.33328648983942,Karlovy Vary - Stará Role,Karlovy Vary
1444,6000,35,2+1,"Kraslice, okres Sokolov",139.4402701794182,Kraslice,Kraslice
1445,8000,29,2+kk,"Mariánské Lázně, okres Cheb",124.06892925135674,Mariánské Lázně,Mariánské Lázně
1448,5000,31,2+1,"Kraslice, okres Sokolov",139.4322771147635,Kraslice,Kraslice
1449,8000,38,2+kk,Cheb,146.93682280904838,Cheb,Cheb
1450,8000,40,3+1,"Aš, okres Cheb",159.76082150283446,Aš,Aš
1451,7000,35,2+1,"Aš, okres Cheb",159.76082150283446,Aš,Aš
1452,4000,21,1+1,Sokolov,127.94309515356358,Sokolov,Sokolov
1453,5000,23,1+1,"Chodov, okres Sokolov",121.10202160989347,Chodov,Chodov
1454,8000,48,2+kk,Karlovy Vary,110.6298714792228,Karlovy Vary,Karlovy Vary
1455,5000,32,2+1,"Mariánské Lázně, okres Cheb",123.99461749939523,Mariánské Lázně,Mariánské Lázně
1456,7000,49,3+1,"Karlovy Vary - Drahovice, okres Karlovy Vary",110.85473958100066,Karlovy Vary - Drahovice,Karlovy Vary
1458,8000,42,3+kk,Karlovy Vary,111.0615588138657,Karlovy Vary,Karlovy Vary
1460,4000,22,1+1,"Chodov, okres Sokolov",121.30569024471475,Chodov,Chodov
1464,4000,19,1+1,"Chodov, okres Sokolov",120.97017280564143,Chodov,Chodov
1466,5000,23,1+1,Sokolov,127.93621310216953,Sokolov,Sokolov
1468,7000,45,3+1,Sokolov,126.67468811224282,Sokolov,Sokolov
1469,4000,14,2+kk,"Kraslice, okres Sokolov",138.46952087193208,Kraslice,Kraslice
1470,5000,21,1+1,"Chodov, okres Sokolov",120.97017280564143,Chodov,Chodov
1472,7000,16,1+kk,Karlovy Vary,111.95797219093716,Karlovy Vary,Karlovy Vary
1473,8000,20,1+kk,"Mariánské Lázně, okres Cheb",123.57267877551466,Mariánské Lázně,Mariánské Lázně
1474,5000,29,2+1,"Aš, okres Cheb",160.2118704009062,Aš,Aš
1475,7000,31,2+1,Cheb,146.79453139650514,Cheb,Cheb
1478,5000,29,1+kk,"Nejdek, okres Karlovy Vary",123.27133775253587,Nejdek,Nejdek
1480,7000,38,2+1,Cheb,147.72213371845234,Cheb,Cheb
1481,5000,20,1+1,"Mariánské Lázně - Úšovice, okres Cheb",124.22568365494627,Mariánské Lázně - Úšovice,Mariánské Lázně
1482,4000,21,1+1,"Chodov, okres Sokolov",120.98522746751401,Chodov,Chodov
1485,13000,38,2+1,Karlovy Vary,110.86648999828503,Karlovy Vary,Karlovy Vary
1488,4000,19,1+1,"Habartov, okres Sokolov",134.36685336553484,Habartov,Habartov
1489,4000,23,1+1,Sokolov,127.77852931197013,Sokolov,Sokolov
1491,9000,34,2+1,Karlovy Vary,111.95126876309,Karlovy Vary,Karlovy Vary
1492,8000,33,2+1,"Karlovy Vary - Rybáře, okres Karlovy Vary",113.02649361812357,Karlovy Vary - Rybáře,Karlovy Vary
1493,5000,28,2+1,Sokolov,127.64199936028426,Sokolov,Sokolov
1494,13000,47,2+kk,"Mariánské Lázně, okres Cheb",123.66042621900989,Mariánské Lázně,Mariánské Lázně
1496,5000,22,1+1,Cheb,146.40688282160343,Cheb,Cheb
1497,7000,32,2+1,"Karlovy Vary - Stará Role, okres Karlovy Vary",114.3907524772664,Karlovy Vary - Stará Role,Karlovy Vary
1498,5000,27,1+1,Karlovy Vary,112.00177552078777,Karlovy Vary,Karlovy Vary
1499,5000,22,2+1,Karlovy Vary,112.00177552078777,Karlovy Vary,Karlovy Vary
1500,20000,74,3+1,"Mariánské Lázně, okres Cheb",123.66042621900989,Mariánské Lázně,Mariánské Lázně
1501,10000,34,2+kk,"Mariánské Lázně, okres Cheb",123.66042621900989,Mariánské Lázně,Mariánské Lázně
1502,5000,21,1+kk,"Karlovy Vary - Stará Role, okres Karlovy Vary",115.0680177729445,Karlovy Vary - Stará Role,Karlovy Vary
1504,9000,59,3+1,"Mariánské Lázně, okres Cheb",123.3322374919068,Mariánské Lázně,Mariánské Lázně
1505,8000,36,2+1,"Mariánské Lázně - Úšovice, okres Cheb",124.19730134411803,Mariánské Lázně - Úšovice,Mariánské Lázně
1507,5000,26,1+1,"Karlovy Vary - Stará Role, okres Karlovy Vary",114.87797329804894,Karlovy Vary - Stará Role,Karlovy Vary
1509,5000,29,2+1,Sokolov,127.7607544619278,Sokolov,Sokolov
1512,13000,51,3+kk,Karlovy Vary,111.26334621702671,Karlovy Vary,Karlovy Vary
1514,5000,13,1+kk,Cheb,148.13989549726418,Cheb,Cheb
1515,5000,29,2+1,"Horní Slavkov, okres Sokolov",116.3495067005432,Horní Slavkov,Horní Slavkov
1517,9000,29,2+1,"Aš, okres Cheb",160.06861107400485,Aš,Aš
1518,4000,28,2+kk,"Aš, okres Cheb",160.71265413156817,Aš,Aš
1519,4000,20,1+1,"Aš, okres Cheb",159.78968732383285,Aš,Aš
1523,5000,14,1+kk,"Karlovy Vary - Rybáře, okres Karlovy Vary",112.60213959773974,Karlovy Vary - Rybáře,Karlovy Vary
1524,10000,41,2+kk,Karlovy Vary,112.79311257718224,Karlovy Vary,Karlovy Vary
1525,11000,52,2+1,Sokolov,127.19182331710337,Sokolov,Sokolov
1526,5000,21,1+1,"Nejdek, okres Karlovy Vary",123.57127866285295,Nejdek,Nejdek
1527,4000,13,1+kk,Sokolov,125.69475335286714,Sokolov,Sokolov
1528,4000,25,1+1,"Nejdek, okres Karlovy Vary",122.4121386277,Nejdek,Nejdek
1529,7000,44,1+1,Cheb,146.4792608006423,Cheb,Cheb
1530,5000,23,1+1,Karlovy Vary,112.35838044896383,Karlovy Vary,Karlovy Vary
1531,10000,51,3+1,"Mariánské Lázně, okres Cheb",124.0327020502307,Mariánské Lázně,Mariánské Lázně
1532,4000,11,1+kk,"Mariánské Lázně, okres Cheb",123.83404116989216,Mariánské Lázně,Mariánské Lázně
1533,4000,11,1+kk,"Mariánské Lázně, okres Cheb",123.83404116989216,Mariánské Lázně,Mariánské Lázně
1534,5000,65,3+1,"Mariánské Lázně, okres Cheb",124.03334312833803,Mariánské Lázně,Mariánské Lázně
1535,7000,44,2+1,"Mariánské Lázně, okres Cheb",123.68976440445422,Mariánské Lázně,Mariánské Lázně
1537,6000,31,2+1,"Habartov, okres Sokolov",133.94710158634177,Habartov,Habartov
1538,9000,38,2+1,"Karlovy Vary - Rybáře, okres Karlovy Vary",112.71493499345307,Karlovy Vary - Rybáře,Karlovy Vary
1539,7000,40,2+1,"Mariánské Lázně - Úšovice, okres Cheb",124.3306397470207,Mariánské Lázně - Úšovice,Mariánské Lázně
1541,10000,37,2+kk,Karlovy Vary,111.74073223988965,Karlovy Vary,Karlovy Vary
1542,8000,45,2+1,Karlovy Vary,111.99253856291307,Karlovy Vary,Karlovy Vary
1543,17000,83,3+kk,"Mariánské Lázně, okres Cheb",123.92265929831174,Mariánské Lázně,Mariánské Lázně
1544,5000,29,2+1,"Habartov, okres Sokolov",133.95772191566994,Habartov,Habartov
1545,7000,29,2+kk,"Mariánské Lázně, okres Cheb",123.98355184037318,Mariánské Lázně,Mariánské Lázně
1546,7000,26,2+kk,"Mariánské Lázně, okres Cheb",123.98355184037318,Mariánské Lázně,Mariánské Lázně
1547,7000,42,3+1,"Chodov, okres Sokolov",121.54630785181081,Chodov,Chodov
1548,4000,11,1+kk,Sokolov,125.7105166523706,Sokolov,Sokolov
1549,7000,38,3+1,Cheb,148.21308308045954,Cheb,Cheb
1550,5000,32,2+1,"Chodov, okres Sokolov",121.37851644643739,Chodov,Chodov
1551,7000,33,2+1,Cheb,147.36374690844002,Cheb,Cheb
1553,6000,13,1+kk,"Mariánské Lázně, okres Cheb",123.65625125309455,Mariánské Lázně,Mariánské Lázně
1555,8000,32,2+1,Karlovy Vary,111.5222833465973,Karlovy Vary,Karlovy Vary
1556,7000,33,2+1,"Karlovy Vary - Rybáře, okres Karlovy Vary",112.53702667608738,Karlovy Vary - Rybáře,Karlovy Vary
1558,8000,38,2+1,Cheb,146.22725679303764,Cheb,Cheb
1559,4000,23,1+kk,"Aš, okres Cheb",160.30495965173932,Aš,Aš
1560,5000,11,other,"Mariánské Lázně, okres Cheb",123.63567291756488,Mariánské Lázně,Mariánské Lázně
1562,7000,32,2+kk,Karlovy Vary,112.29039940220191,Karlovy Vary,Karlovy Vary
1563,5000,17,1+1,"Karlovy Vary - Rybáře, okres Karlovy Vary",112.88043552191554,Karlovy Vary - Rybáře,Karlovy Vary
1564,4000,26,1+1,Sokolov,127.81593656111423,Sokolov,Sokolov
1565,5000,23,1+kk,"Františkovy Lázně, okres Cheb",148.48294982696993,Františkovy Lázně,Františkovy Lázně
1566,11000,59,3+1,"Františkovy Lázně, okres Cheb",148.48294982696993,Františkovy Lázně,Františkovy Lázně
1569,7000,31,2+1,"Karlovy Vary - Stará Role, okres Karlovy Vary",114.50689341577026,Karlovy Vary - Stará Role,Karlovy Vary
1571,10000,53,3+1,"Mariánské Lázně, okres Cheb",123.96962251791983,Mariánské Lázně,Mariánské Lázně
1572,7000,22,2+kk,Karlovy Vary,111.85977125991243,Karlovy Vary,Karlovy Vary
1573,8000,45,3+1,"Karlovy Vary - Rybáře, okres Karlovy Vary",113.39568438113322,Karlovy Vary - Rybáře,Karlovy Vary
1575,7000,43,3+1,"Kraslice, okres Sokolov",139.4402701794182,Kraslice,Kraslice
1576,7000,30,2+1,Karlovy Vary,112.87740906269298,Karlovy Vary,Karlovy Vary
1577,6000,33,3+kk,"Nejdek, okres Karlovy Vary",124.19217942256036,Nejdek,Nejdek
1579,11000,71,3+1,Karlovy Vary,110.97101887676871,Karlovy Vary,Karlovy Vary
1581,9000,44,2+1,Karlovy Vary,111.99253856291307,Karlovy Vary,Karlovy Vary
1582,6000,32,2+1,"Chodov, okres Sokolov",121.20337621890312,Chodov,Chodov
1585,7000,36,2+1,"Františkovy Lázně, okres Cheb",149.1391638758898,Františkovy Lázně,Františkovy Lázně
1586,4000,11,1+kk,"Chodov, okres Sokolov",120.99017500259102,Chodov,Chodov
1587,4000,24,1+1,Sokolov,127.93621310216953,Sokolov,Sokolov
1589,4000,21,1+1,"Chodov, okres Sokolov",121.48124827387986,Chodov,Chodov
1590,5000,35,1+1,"Karlovy Vary - Rybáře, okres Karlovy Vary",112.68151103601234,Karlovy Vary - Rybáře,Karlovy Vary
1591,7000,47,3+1,Cheb,146.84870220131987,Cheb,Cheb
1592,6000,26,1+1,"Mariánské Lázně, okres Cheb",123.24031807298488,Mariánské Lázně,Mariánské Lázně
1594,5000,29,2+1,Sokolov,126.22215539660448,Sokolov,Sokolov
1595,28000,334,other,Karlovy Vary,112.0207714316492,Karlovy Vary,Karlovy Vary
1596,5000,35,1+1,"Karlovy Vary - Rybáře, okres Karlovy Vary",112.68151103601234,Karlovy Vary - Rybáře,Karlovy Vary
1597,7000,47,3+1,Cheb,146.84870220131987,Cheb,Cheb
1598,6000,26,1+1,"Mariánské Lázně, okres Cheb",123.24031807298488,Mariánské Lázně,Mariánské Lázně
1600,5000,29,2+1,Sokolov,126.22215539660448,Sokolov,Sokolov
1601,4000,9,other,"Mariánské Lázně, okres Cheb",123.63567291756488,Mariánské Lázně,Mariánské Lázně
1602,7000,33,2+1,"Mariánské Lázně, okres Cheb",124.12337130541376,Mariánské Lázně,Mariánské Lázně
1604,7000,32,2+kk,Karlovy Vary,111.74503546065651,Karlovy Vary,Karlovy Vary
1605,4000,34,2+1,"Habartov, okres Sokolov",133.94576790637163,Habartov,Habartov
1607,8000,57,3+kk,"Mariánské Lázně, okres Cheb",124.04130771279567,Mariánské Lázně,Mariánské Lázně
1608,7000,46,2+1,Karlovy Vary,110.6298714792228,Karlovy Vary,Karlovy Vary
1611,7000,38,2+kk,"Karlovy Vary - Rybáře, okres Karlovy Vary",112.73929101209195,Karlovy Vary - Rybáře,Karlovy Vary
1612,5000,31,2+1,"Chodov, okres Sokolov",121.43131983593194,Chodov,Chodov
1615,4000,23,1+1,"Aš, okres Cheb",159.58713689566244,Aš,Aš
1616,10000,32,2+1,Karlovy Vary,110.8563739349009,Karlovy Vary,Karlovy Vary
1617,5000,34,2+1,"Habartov, okres Sokolov",134.23249227900607,Habartov,Habartov
1618,4000,24,1+1,"Habartov, okres Sokolov",134.0415011887762,Habartov,Habartov
1619,4000,34,2+1,"Habartov, okres Sokolov",134.07815601216555,Habartov,Habartov
1621,5000,22,2+kk,"Nejdek, okres Karlovy Vary",123.40194690022435,Nejdek,Nejdek
1625,5000,36,2+1,"Aš, okres Cheb",160.4299171062047,Aš,Aš
1627,17000,77,3+1,Karlovy Vary,112.23439025915953,Karlovy Vary,Karlovy Vary
1628,6000,37,2+1,"Nejdek, okres Karlovy Vary",122.4578459691918,Nejdek,Nejdek
1629,4000,50,3+1,Cheb,146.29802158954251,Cheb,Cheb
1630,6000,32,2+1,"Chodov, okres Sokolov",121.40721576562864,Chodov,Chodov
1632,10000,41,1+kk,Cheb,146.92821839768473,Cheb,Cheb
1633,4000,25,1+1,Sokolov,127.81593656111423,Sokolov,Sokolov
1634,5000,23,2+kk,Cheb,146.9928329855907,Cheb,Cheb
1635,17000,64,4+1,Karlovy Vary,112.30100091038327,Karlovy Vary,Karlovy Vary
1636,8000,42,3+kk,Karlovy Vary,111.26334621702671,Karlovy Vary,Karlovy Vary
1637,6000,48,2+1,"Aš, okres Cheb",160.39370418958922,Aš,Aš
1640,7000,29,2+1,"Mariánské Lázně, okres Cheb",124.04198538620503,Mariánské Lázně,Mariánské Lázně
1644,7000,29,2+1,"Aš, okres Cheb",160.51905170082992,Aš,Aš
1645,8000,32,2+kk,"Karlovy Vary - Stará Role, okres Karlovy Vary",115.77940859987201,Karlovy Vary - Stará Role,Karlovy Vary
1646,6000,17,1+kk,"Karlovy Vary - Stará Role, okres Karlovy Vary",115.20357985609182,Karlovy Vary - Stará Role,Karlovy Vary
1649,14000,62,4+kk,"Mariánské Lázně, okres Cheb",124.48485854748753,Mariánské Lázně,Mariánské Lázně
1651,5000,13,1+kk,Cheb,146.73739129903106,Cheb,Cheb
1652,7000,27,1+1,Cheb,146.4792608006423,Cheb,Cheb
1653,4000,20,1+1,"Aš, okres Cheb",160.42424410440853,Aš,Aš
1654,5000,21,1+1,"Habartov, okres Sokolov",134.23249227900607,Habartov,Habartov
1658,9000,21,1+1,"Karlovy Vary - Drahovice, okres Karlovy Vary",110.85473958100066,Karlovy Vary - Drahovice,Karlovy Vary
1660,32000,131,other,Sokolov,125.66727520535326,Sokolov,Sokolov
1671,4000,31,2+1,"Habartov, okres Sokolov",134.54045995682517,Habartov,Habartov
1674,4000,37,2+1,"Horní Slavkov, okres Sokolov",116.09010901948496,Horní Slavkov,Horní Slavkov
1677,4000,31,2+1,"Horní Slavkov, okres Sokolov",116.25049378335693,Horní Slavkov,Horní Slavkov
1680,5000,25,1+1,"Děčín - Děčín VI-Letná, okres Děčín",76.96374709040404,Děčín - Děčín VI-Letná,Děčín
1681,13000,77,4+1,"Ústí nad Labem - Ústí nad Labem-centrum, okres Ústí nad Labem",71.53022897290069,Ústí nad Labem - Ústí nad Labem-centrum,Ústí nad Labem
1682,8000,38,3+kk,Most,70.867905603431,Most,Most
1683,4000,22,2+1,"Litvínov - Horní Litvínov, okres Most",81.43612037679134,Litvínov - Horní Litvínov,Litvínov
1684,8000,35,2+1,"Roudnice nad Labem, okres Litoměřice",39.91563966811771,Roudnice nad Labem,Roudnice nad Labem
1685,7000,34,2+1,"Roudnice nad Labem, okres Litoměřice",39.353985833622424,Roudnice nad Labem,Roudnice nad Labem
1686,6000,19,1+1,"Roudnice nad Labem, okres Litoměřice",39.38487739090163,Roudnice nad Labem,Roudnice nad Labem
1687,12000,39,2+kk,Louny,53.91028836920279,Louny,Louny
1688,16000,75,3+1,Louny,53.91028836920279,Louny,Louny
1689,7000,32,2+1,Teplice,75.7445884831305,Teplice,Teplice
1690,6000,31,2+1,"Litoměřice - Předměstí, okres Litoměřice",54.76021332873464,Litoměřice - Předměstí,Litoměřice
1691,7000,34,2+kk,"Chomutov, okres Chomutov",82.24017153293889,Chomutov,Chomutov
1692,7000,30,2+kk,"Chomutov, okres Chomutov",82.24017153293889,Chomutov,Chomutov
1693,7000,37,2+1,"Ústí nad Labem - Severní Terasa, okres Ústí nad Labem",71.57198129764272,Ústí nad Labem - Severní Terasa,Ústí nad Labem
1694,5000,38,2+1,"Ústí nad Labem - Střekov, okres Ústí nad Labem",67.85878631363468,Ústí nad Labem - Střekov,Ústí nad Labem
1695,5000,20,1+1,"Ústí nad Labem - Střekov, okres Ústí nad Labem",67.77322252020853,Ústí nad Labem - Střekov,Ústí nad Labem
1696,5000,20,1+1,Teplice,74.8530262362831,Teplice,Teplice
1698,5000,26,1+1,"Ústí nad Labem - Klíše, okres Ústí nad Labem",70.83172836420155,Ústí nad Labem - Klíše,Ústí nad Labem
1699,8000,29,2+1,"Ústí nad Labem - Ústí nad Labem-centrum, okres Ústí nad Labem",70.30456412788467,Ústí nad Labem - Ústí nad Labem-centrum,Ústí nad Labem
1700,20000,93,5+kk,Most,70.05205352478627,Most,Most
1701,17000,57,4+kk,Most,70.29678002677608,Most,Most
1702,4000,12,1+kk,"Kadaň, okres Chomutov",89.10387902919192,Kadaň,Kadaň
1703,5000,20,1+1,"Klášterec nad Ohří - Miřetice u Klášterce nad Ohří, okres Chomutov",94.62829061286453,Klášterec nad Ohří - Miřetice u Klášterce nad Ohří,Klášterec nad Ohří
1704,6000,31,2+1,"Klášterec nad Ohří - Miřetice u Klášterce nad Ohří, okres Chomutov",94.27649385441124,Klášterec nad Ohří - Miřetice u Klášterce nad Ohří,Klášterec nad Ohří
1705,4000,12,1+kk,"Ústí nad Labem - Severní Terasa, okres Ústí nad Labem",72.31000246839096,Ústí nad Labem - Severní Terasa,Ústí nad Labem
1706,8000,35,3+kk,Most,72.97458848545382,Most,Most
1707,7000,26,2+kk,Louny,52.97779762890847,Louny,Louny
1708,10000,46,3+1,"Ústí nad Labem - Ústí nad Labem-centrum, okres Ústí nad Labem",71.53022897290069,Ústí nad Labem - Ústí nad Labem-centrum,Ústí nad Labem
1709,11000,38,3+1,Most,73.15020673874953,Most,Most
1710,7000,28,2+kk,Chomutov,82.6165088862734,Chomutov,Chomutov
1711,6000,20,1+1,Most,72.61047404368799,Most,Most
1712,9000,46,4+kk,Chomutov,84.00315015794415,Chomutov,Chomutov
1713,6000,36,2+1,Chomutov,84.00488177066376,Chomutov,Chomutov
1714,6000,32,2+kk,"Lovosice, okres Litoměřice",55.16623538516174,Lovosice,Lovosice
1715,6000,21,1+1,"Ústí nad Labem - Střekov, okres Ústí nad Labem",68.34951454729031,Ústí nad Labem - Střekov,Ústí nad Labem
